Code,Cross-Reference
611620,"Establishments primarily engaged in operating overnight recreational camps that may offer some athletic instruction in addition to other activities are classified in U.S. Industry 721214, Recreational and Vacation Camps (except Campgrounds);"
611620,"Establishments primarily engaged in operating sports and recreation establishments that also offer athletic instruction are classified in Sector 71, Arts, Entertainment, and Recreation;"
611620,"Independent (i.e., freelance) athletes engaged in providing sports instruction and participating in spectator sporting events are classified in U.S. Industry 711219, Other Spectator Sports; and"
611620,Establishments primarily engaged in offering academic courses that may also offer athletic instruction are classified according to the type of school.
611630,Offering academic courses that may also offer language instruction--are classified according to type of school; and
611630,"Providing translation and interpretation services--are classified in Industry 541930, Translation and Interpretation Services."
61169,"Offering elementary and secondary school instruction--are classified in Industry 61111, Elementary and Secondary Schools;"
61169,"Offering junior college instruction--are classified in Industry 61121, Junior Colleges;"
61169,"Offering college, university, and professional school instruction with academic degrees (e.g., baccalaureate, graduate)--are classified in Industry 61131, Colleges, Universities, and Professional Schools;"
61169,"Offering business, computer (except computer repair), and management training--are classified in Industry Group 6114, Business Schools and Computer and Management Training;"
61169,"Offering vocational and technical instruction (e.g., computer repair and maintenance)--are classified in Industry 61151, Technical and Trade Schools;"
61169,"Offering fine arts instruction--are classified in Industry 61161, Fine Arts Schools;"
61169,"Offering sports and recreation instruction--are classified in Industry 61162, Sports and Recreation Instruction; and"
61169,"Offering language instruction--are classified in Industry 61163, Language Schools."
611692,"Establishments primarily engaged in offering truck and bus driving instruction are classified in U.S. Industry 611519, Other Technical and Trade Schools."
611699,"Offering elementary and secondary school instruction--are classified in Industry 611110, Elementary and Secondary Schools; Elementary and Secondary Schools;"
611699,"Offering junior college instruction--are classified in Industry 611210, Junior Colleges;"
611699,"Offering college, university, and professional school instruction with academic degrees (e.g., baccalaureate, graduate)--are classified in Industry 611310, Colleges, Universities, and Professional Schools;"
611699,"Offering business, computer (except computer repair), and management training--are classified in Industry Group 6114, Business Schools and Computer and Management Training;"
611699,"Offering vocational and technical instruction (e.g., computer repair and maintenance)--are classified in Industry 61151, Technical and Trade Schools;"
611699,"Offering fine arts instruction--are classified in Industry 611610, Fine Arts Schools;"
611699,"Offering sports and recreation instruction--are classified in Industry 611620, Sports and Recreation Instruction;"
611699,"Offering language instruction--are classified in Industry 611630, Language Schools;"
611699,"Offering exam preparation and tutoring services--are classified in U.S. Industry 611691, Exam Preparation and Tutoring; and"
611699,"Offering automobile driving instruction--are classified in U.S. Industry 611692, Automobile Driving Schools."
611710,"Providing job training for the unemployed, underemployed, physically disabled, and persons who have a job market disadvantage because of lack of education or job skills--are classified in Industry 624310, Vocational Rehabilitation Services; and"
611710,"Conducting research and analyses in cognitive development--are classified in Industry 541720, Research and Development in the Social Sciences and Humanities."
62111,"Medical centers primarily engaged in providing emergency medical care for accident or trauma victims and ambulatory surgical centers primarily engaged in providing surgery on an outpatient basis are classified in Industry 62149, Other Outpatient Care Centers;"
62111,"Establishments of oral pathologists are classified in Industry 62121, Offices of Dentists; and"
62111,"Establishments of speech or voice pathologists are classified in Industry 62134, Offices of Physical, Occupational and Speech Therapists, and Audiologists."
621111,"Establishments of physicians primarily engaged in the independent practice of psychiatry or psychoanalysis are classified in U.S. Industry 621112, Offices of Physicians, Mental Health Specialists;"
621111,"Freestanding medical centers primarily engaged in providing emergency medical care for accident or catastrophe victims and freestanding ambulatory surgical centers primarily engaged in providing surgery on an outpatient basis are classified in U.S. Industry 621493, Freestanding Ambulatory Surgical and Emergency Centers;"
621111,"Establishments of oral pathologists are classified in Industry 621210, Offices of Dentists; and"
621111,"Establishments of speech or voice pathologists are classified in Industry 621340, Offices of Physical, Occupational and Speech Therapists, and Audiologists."
621210,"Establishments known as dental laboratories primarily engaged in making dentures, artificial teeth, and orthodontic appliances to order for dentists are classified in U.S. Industry 339116, Dental Laboratories; and"
621210,"Establishments of dental hygienists primarily engaged in cleaning teeth and gums or establishments of denturists primarily engaged in taking impressions for and fitting dentures are classified in U.S. Industry 621399, Offices of All Other Miscellaneous Health Practitioners."
621320,"Offices of opticians primarily engaged in selling and fitting prescription eyeglasses and contact lenses are classified in Industry 446130, Optical Goods Stores; and"
621320,"Offices of physicians primarily engaged in the independent practice of ophthalmology are classified in U.S. Industry 621111, Offices of Physicians (except Mental Health Specialists)."
621330,"Establishments of psychiatrists, psychoanalysts, and psychotherapists having the degree of M.D. (Doctor of Medicine) or D.O. (Doctor of Osteopathy) are classified in U.S. Industry 621112, Offices of Physicians, Mental Health Specialists."
62139,"The independent practice of medicine (i.e., physicians)--are classified in Industry 62111, Offices of Physicians;"
62139,"The independent practice of dentistry--are classified in Industry 62121, Offices of Dentists;"
62139,"The independent practice of chiropractic--are classified in Industry 62131, Offices of Chiropractors;"
62139,"The independent practice of optometry--are classified in Industry 62132, Offices of Optometrists;"
62139,"The independent practice of mental health (except physicians)--are classified in Industry 62133, Offices of Mental Health Practitioners (except Physicians); and"
62139,"The independent practice of physical, occupational, and speech therapy, and audiology--are classified in Industry 62134, Offices of Physical, Occupational and Speech Therapists, and Audiologists."
621399,"The independent practice of medicine (i.e., physicians)--are classified in Industry 62111, Offices of Physicians;"
621399,"The independent practice of dentistry--are classified in Industry 621210, Offices of Dentists;"
621399,"The independent practice of chiropractic--are classified in Industry 621310, Offices of Chiropractors;"
621399,"The independent practice of optometry--are classified in Industry 621320, Offices of Optometrists;"
621399,"The independent practice of mental health (except physicians)--are classified in Industry 621330, Offices of Mental Health Practitioners (except Physicians);"
621399,"The independent practice of physical, occupational, and speech therapy, and audiology--are classified in Industry 621340, Offices of Physical, Occupational and Speech Therapists, and Audiologists; and"
621399,"The independent practice of podiatry--are classified in U.S. Industry 621391, Offices of Podiatrists."
621420,"Establishments known and licensed as hospitals primarily engaged in the inpatient treatment of mental health and substance abuse illnesses with an emphasis on medical treatment and monitoring are classified in Industry 622210, Psychiatric and Substance Abuse Hospitals; and"
621420,"Establishments primarily engaged in the inpatient treatment of mental health and substance abuse illnesses with an emphasis on residential care and counseling rather than medical treatment are classified in Industry 623220, Residential Mental Health and Substance Abuse Facilities."
62149,"Physician walk-in centers are classified in Industry 62111, Offices of Physicians;"
62149,"Centers and clinics of health practitioners from the same industry primarily engaged in the independent practice of their profession are classified in Industry 62111, Offices of Physicians; Industry 62121, Offices of Dentists; and Industry Group 6213, Offices of Other Health Practitioners;"
62149,"Family planning centers are classified in Industry 62141, Family Planning Centers;"
62149,"Outpatient mental health and substance abuse centers are classified in Industry 62142, Outpatient Mental Health and Substance Abuse Centers;"
62149,"HMO establishments (except those providing health care services) primarily engaged in underwriting health and medical insurance policies are classified in Industry 52411, Direct Life, Health, and Medical Insurance Carriers; and"
62149,"Establishments known and licensed as hospitals that also perform ambulatory surgery and emergency room services are classified in Subsector 622, Hospitals."
621491,"Health practitioners or health practitioner groups contracting to provide their services to subscribers of pre-paid health plans are classified in Industry 62111, Offices of Physicians; Industry 621210, Offices of Dentists; and Industry Group 6213, Offices of Other Health Practitioners; and"
621491,"HMO establishments (except those providing health care services) primarily engaged in underwriting and administering health and medical insurance policies are classified in U.S. Industry 524114, Direct Health and Medical Insurance Carriers."
621493,"Physician walk-in centers are classified in U.S. Industry 621111, Offices of Physicians (except Mental Health Specialists); and"
621493,"Establishments known and licensed as hospitals that also perform ambulatory surgery and emergency room services are classified in Subsector 622, Hospitals."
621498,"Physician walk-in centers are classified in U.S. Industry 621111, Offices of Physicians (except Mental Health Specialists);"
621498,"Centers and clinics of health practitioners from the same industry primarily engaged in the independent practice of their profession are classified in Industry 62111, Offices of Physicians; Industry 621210, Offices of Dentists; and Industry Group 6213, Offices of Other Health Practitioners;"
621498,"Family planning centers are classified in Industry 621410, Family Planning Centers;"
621498,"Outpatient mental health and substance abuse centers are classified in Industry 621420, Outpatient Mental Health and Substance Abuse Centers;"
621498,"HMO medical centers are classified in U.S. Industry 621491, HMO Medical Centers;"
621498,"Dialysis centers are classified in U.S. Industry 621492, Kidney Dialysis Centers; and"
621498,"Freestanding ambulatory surgical and emergency centers are classified in U.S. Industry 621493, Freestanding Ambulatory Surgical and Emergency Centers."
62151,"Establishments, such as dental, optical, and orthopedic laboratories, primarily engaged in providing the following activities to the medical profession, respectively: making dentures, artificial teeth, and orthodontic appliances to prescription; grinding lenses to prescription; and making orthopedic or prosthetic appliances to prescription are classified in Industry 33911, Medical Equipment and Supplies Manufacturing."
621511,"Establishments known as dental laboratories primarily engaged in making dentures, artificial teeth, and orthodontic appliances to prescription are classified in U.S. Industry 339116, Dental Laboratories;"
621511,"Establishments known as optical laboratories primarily engaged in grinding lenses to prescription are classified in U.S. Industry 339115, Ophthalmic Goods Manufacturing; and"
621511,"Establishments known as orthopedic laboratories primarily engaged in making orthopedic or prosthetic appliances to prescription are classified in U.S. Industry 339113, Surgical Appliance and Supplies Manufacturing."
621610,"In-home health services provided by establishments of health practitioners and others primarily engaged in the independent practice of their profession are classified in Industry 62111, Offices of Physicians; Industry 621210, Offices of Dentists; Industry Group 6213, Offices of Other Health Practitioners; and U.S. Industry 621999, All Other Miscellaneous Ambulatory Health Care Services; and"
621610,"Establishments primarily engaged in renting or leasing products for home health care are classified in U.S. Industry 532283, Home Health Equipment Rental."
621910,"Establishments primarily engaged in providing transportation of the disabled or elderly (without medical care) are classified in U.S. Industry 485991, Special Needs Transportation."
62199,"Establishments primarily engaged in the independent practice of medicine are classified in Industry 62111, Offices of Physicians;"
62199,"Establishments primarily engaged in the independent practice of dentistry are classified in Industry 62121, Offices of Dentists;"
62199,"Establishments primarily engaged in the independent practice of health care (except offices of physicians and dentists) are classified in Industry Group 6213, Offices of Other Health Practitioners;"
62199,"Establishments primarily engaged in providing general or specialized outpatient care services are classified in Industry Group 6214, Outpatient Care Centers;"
62199,"Establishments primarily engaged in providing home health care services are classified in Industry 62161, Home Health Care Services;"
62199,"Establishments primarily engaged in transportation of patients by ground or air, along with medical care are classified in Industry 62191, Ambulance Services; and"
62199,"Establishments known as medical and diagnostic laboratories primarily engaged in providing analytic or diagnostic services are classified in Industry 62151, Medical and Diagnostic Laboratories."
621999,"Establishments primarily engaged in the independent practice of medicine are classified in Industry 62111, Offices of Physicians;"
621999,"Establishments primarily engaged in the independent practice of dentistry are classified in Industry 621210, Offices of Dentists;"
621999,"Establishments primarily engaged in the independent practice of health care (except offices of physicians and dentists) are classified in Industry Group 6213, Offices of Other Health Practitioners;"
621999,"Establishments primarily engaged in providing general or specialized outpatient care services are classified in Industry Group 6214, Outpatient Care Centers;"
621999,"Establishments primarily engaged in providing home health care services are classified in Industry 621610, Home Health Care Services;"
621999,"Establishments primarily engaged in the transportation of patients by ground or air, along with medical care are classified in Industry 621910, Ambulance Services;"
621999,"Establishments known as medical and diagnostic laboratories primarily engaged in providing analytic or diagnostic services are classified in Industry 62151, Medical and Diagnostic Laboratories; and"
621999,"Blood and organ banks are classified in U.S. Industry 621991, Blood and Organ Banks."
622210,"Establishments primarily engaged in providing treatment of mental health and substance abuse illnesses on an exclusively outpatient basis are classified in Industry 621420, Outpatient Mental Health and Substance Abuse Centers;"
622210,"Establishments referred to as hospitals but primarily engaged in providing inpatient treatment of mental health and substance abuse illnesses with the emphasis on counseling rather than medical treatment are classified in Industry 623220, Residential Mental Health and Substance Abuse Facilities; and"
622210,"Establishments referred to as hospitals but primarily engaged in providing residential care for persons diagnosed with intellectual and developmental disabilities are classified in Industry 623210, Residential Intellectual and Developmental Disability Facilities."
622310,"Establishments known and licensed as hospitals primarily engaged in providing diagnostic and therapeutic inpatient services for a variety of medical conditions, both surgical and nonsurgical, are classified in Industry 622110, General Medical and Surgical Hospitals;"
622310,"Establishments known and licensed as hospitals primarily engaged in providing diagnostic and treatment services for inpatients with psychiatric or substance abuse illnesses are classified in Industry 622210, Psychiatric and Substance Abuse Hospitals;"
622310,"Establishments referred to as hospitals but primarily engaged in providing inpatient nursing and rehabilitative services to persons requiring convalescence are classified in Industry 623110, Nursing Care Facilities (Skilled Nursing Facilities);"
622310,"Establishments referred to as hospitals but primarily engaged in providing residential care of persons diagnosed with intellectual and developmental disabilities are classified in Industry 623210, Residential Intellectual and Developmental Disability Facilities; and"
622310,"Establishments referred to as hospitals but primarily engaged in providing inpatient treatment for mental health and substance abuse illnesses with the emphasis on counseling rather than medical treatment are classified in Industry 623220, Residential Mental Health and Substance Abuse Facilities."
623110,"Assisted living facilities with on-site nursing care facilities are classified in U.S. Industry 623311, Continuing Care Retirement Communities; and"
623110,"Psychiatric convalescent homes are classified in Industry 623220, Residential Mental Health and Substance Abuse Facilities."
623210,"Establishments primarily engaged in providing inpatient treatment of mental health and substance abuse illnesses with an emphasis on counseling rather than medical treatment are classified in Industry 623220, Residential Mental Health and Substance Abuse Facilities;"
623210,"Establishments primarily engaged in providing treatment of mental health and substance abuse illnesses on an exclusively outpatient basis are classified in Industry 621420, Outpatient Mental Health and Substance Abuse Centers; and"
623210,"Establishments known and licensed as hospitals primarily engaged in providing inpatient treatment of mental health and substance abuse illnesses with an emphasis on medical treatment and monitoring are classified in Industry 622210, Psychiatric and Substance Abuse Hospitals."
623220,"Establishments primarily engaged in providing treatment of mental health and substance abuse illnesses on an exclusively outpatient basis are classified in Industry 621420, Outpatient Mental Health and Substance Abuse Centers;"
623220,"Establishments primarily engaged in providing residential care for persons diagnosed with intellectual and developmental disabilities are classified in Industry 623210, Residential Intellectual and Developmental Disability Facilities; and"
623220,"Establishments known and licensed as hospitals primarily engaged in providing inpatient treatment of mental health and substance abuse illnesses with an emphasis on medical treatment and monitoring are classified in Industry 622210, Psychiatric and Substance Abuse Hospitals."
62331,"Establishments primarily engaged in providing inpatient nursing and rehabilitative services are classified in Industry 62311, Nursing Care Facilities (Skilled Nursing Facilities); and"
62331,"Apartment or condominium complexes where people live independently in rented housing units are classified in Industry 53111, Lessors of Residential Buildings and Dwellings."
623311,"Establishments primarily engaged in providing inpatient nursing and rehabilitative services are classified in Industry 623110, Nursing Care Facilities (Skilled Nursing Facilities);"
623311,"Assisted living facilities without on-site nursing care facilities are classified in U.S. Industry 623312, Assisted Living Facilities for the Elderly; and"
623311,"Apartment or condominium complexes where people live independently in rented housing units are classified in Industry 531110, Lessors of Residential Buildings and Dwellings."
623312,"Assisted living facilities with on-site nursing care facilities are classified in U.S. Industry 623311, Continuing Care Retirement Communities;"
623312,"Assisted living facilities for the elderly with nursing care or rest homes with nursing care are classified in Industry 623110, Nursing Care Facilities (Skilled Nursing Facilities); and"
623312,"Apartment or condominium complexes where people live independently in rented or owned housing units are classified in Industry 531110, Lessors of Residential Buildings and Dwellings."
623990,"Residential intellectual and developmental disability facilities are classified in Industry 623210, Residential Intellectual and Developmental Disability Facilities;"
623990,"Continuing care retirement communities are classified in U.S. Industry 623311, Continuing Care Retirement Communities;"
623990,"Residential mental health and substance abuse facilities are classified in Industry 623220, Residential Mental Health and Substance Abuse Facilities;"
623990,"Assisted living facilities for the elderly without nursing care are classified in U.S. Industry 623312, Assisted Living Facilities for the Elderly;"
623990,"Establishments primarily engaged in providing inpatient nursing and rehabilitative services are classified in Industry 623110, Nursing Care Facilities (Skilled Nursing Facilities);"
623990,"Establishments primarily engaged in providing temporary shelter are classified in U.S. Industry 624221, Temporary Shelters; and"
623990,"Correctional camps are classified in Industry 922140, Correctional Institutions."
624110,"Youth recreational centers are classified in Industry 713940, Fitness and Recreational Sports Centers;"
624110,"Youth recreational sports teams and leagues are classified in Industry 713990, All Other Amusement and Recreation Industries;"
624110,"Scouting organizations are classified in Industry 813410, Civic and Social Organizations; and"
624110,"Establishments primarily engaged in providing day care services for children are classified in Industry 624410, Child Day Care Services."
624120,"Providing job training for persons diagnosed with intellectual and developmental disabilities or persons with disabilities--are classified in Industry 624310, Vocational Rehabilitation Services;"
624120,"Providing residential care for the elderly, persons diagnosed with intellectual and developmental disabilities, or persons with disabilities--are classified in Subsector 623, Nursing and Residential Care Facilities; and"
624120,"Providing in-home health care services--are classified in Subsector 621, Ambulatory Health Care Services."
624190,"Providing clinical psychological and psychiatric social counseling services--are classified in Industry 621330, Offices of Mental Health Practitioners (except Physicians);"
624190,"Providing child and youth social assistance services (except day care)--are classified in Industry 624110, Child and Youth Services;"
624190,"Providing child day care services--are classified in Industry 624410, Child Day Care Services;"
624190,"Providing social assistance services for the elderly, persons diagnosed with intellectual and developmental disabilities, and persons with disabilities--are classified in Industry 624120, Services for the Elderly and Persons with Disabilities;"
624190,"Community action advocacy--are classified in U.S. Industry 813319, Other Social Advocacy Organizations; and"
624190,"Providing in-home health care services--are classified in Subsector 621, Ambulatory Health Care Services."
62422,"Central offices of government housing programs are classified in Industry 92511, Administration of Housing Programs."
624221,"Establishments primarily engaged in providing emergency shelter for victims of domestic or international disasters or conflicts are classified in Industry 624230, Emergency and Other Relief Services."
624229,"Central offices of government housing programs are classified in Industry 925110, Administration of Housing Programs."
624310,"Schools (except high schools) primarily engaged in providing vocational training are classified in Industry 61151, Technical and Trade Schools;"
624310,"Vocational high schools are classified in Industry 611110, Elementary and Secondary Schools; and"
624310,"Establishments primarily engaged in providing career and vocational counseling (except rehabilitative) are classified in Industry 611710, Educational Support Services."
624410,"Establishments primarily engaged in offering kindergarten educational programs are classified in Industry 611110, Elementary and Secondary Schools."
711110,"Establishments, such as nightclubs, primarily engaged in providing food and beverages for consumption on the premises and that also present live nontheatrical entertainment are classified in Subsector 722, Food Services and Drinking Places;"
711110,"Establishments primarily engaged in organizing, managing, and/or promoting performing arts productions without producing their own shows are classified in Industry Group 7113, Promoters of Performing Arts, Sports, and Similar Events;"
711110,"Companies, groups, or theaters primarily engaged in producing all types of live theatrical dance presentations are classified in Industry 711120, Dance Companies;"
711110,"Freelance producers and performing artists (except musicians and vocalists) primarily engaged in theatrical activities independent of a company or group are classified in Industry 711510, Independent Artists, Writers, and Performers; and"
711110,"Musicians and vocalists are classified in Industry 711130, Musical Groups and Artists."
711120,"Establishments, such as exotic dance clubs, primarily engaged in providing food and beverages for consumption on the premises and that also present live dance entertainment are classified in Subsector 722, Food Services and Drinking Places;"
711120,"Establishments primarily engaged in organizing, promoting, and/or managing dance productions without producing their own shows are classified in Industry Group 7113, Promoters of Performing Arts, Sports, and Similar Events; and"
711120,"Freelance producers and dancers primarily engaged in theatrical activities independent of a company or group are classified in Industry 711510, Independent Artists, Writers, and Performers."
711130,"Establishments primarily engaged in organizing, promoting, and/or managing concerts and other musical performances without producing their own shows are classified in Industry Group 7113, Promoters of Performing Arts, Sports, and Similar Events;"
711130,"Companies, groups, or theaters primarily engaged in producing theatrical musicals and opera productions are classified in Industry 711110, Theater Companies and Dinner Theaters; and"
711130,"Freelance producers (except musical groups and artists) primarily engaged in musical activities independent of a company or group are classified in Industry 711510, Independent Artists, Writers, and Performers."
711190,"Establishments, such as nightclubs, primarily engaged in providing food and beverages for consumption on the premises and that also present live nontheatrical entertainment are classified in Subsector 722, Food Services and Drinking Places;"
711190,"Establishments primarily engaged in organizing, promoting, and/or managing ice skating shows, circuses, and other live performing arts presentations without producing their own shows are classified in Industry Group 7113, Promoters of Performing Arts, Sports, and Similar Events;"
711190,"Theater companies and groups (except dance) or dinner theaters engaged in producing musicals; plays; operas; and comedy, improvisational, mime, and puppet shows are classified in Industry 711110, Theater Companies and Dinner Theaters;"
711190,"Dance companies or groups are classified in Industry 711120, Dance Companies;"
711190,"Freelance producers and performing artists (except musicians and vocalists) are classified in Industry 711510, Independent Artists, Writers, and Performers; and"
711190,"Musical groups and independent musicians and vocalists are classified in Industry 711130, Musical Groups and Artists."
71121,"Establishments primarily engaged in promoting sporting events without participating in sporting events are classified in Industry Group 7113, Promoters of Performing Arts, Sports, and Similar Events;"
71121,"Establishments, such as youth league baseball teams, primarily engaged in participating in sporting events for recreational purposes without playing before a paying audience are classified in Industry 71399, All Other Amusement and Recreation Industries;"
71121,"Amateur, semiprofessional, or professional athletic associations or leagues are classified in Industry 81399, Other Similar Organizations (except Business, Professional, Labor, and Political Organizations);"
71121,"Establishments primarily engaged in representing or managing the careers of sports figures are classified in Industry 71141, Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures;"
71121,"Independent athletes engaged in providing sports instruction without participating in sporting events before a paying audience are classified in Industry 61162, Sports and Recreation Instruction;"
71121,"Independent athletes exclusively engaged in endorsing products or making speeches are classified in Industry 71151, Independent Artists, Writers, and Performers; and"
71121,"Establishments primarily engaged in raising horses, mules, donkeys, and other equines are classified in Industry 11292, Horses and Other Equine Production."
711211,"Establishments primarily engaged in promoting sporting events without participating in sporting events are classified in Industry Group 7113, Promoters of Performing Arts, Sports, and Similar Events;"
711211,"Establishments, such as youth league baseball teams, primarily engaged in participating in sporting events for recreational purposes without playing before a paying audience are classified in Industry 713990, All Other Amusement and Recreation Industries; and"
711211,"Amateur, semiprofessional, or professional athletic associations or leagues are classified in Industry 813990, Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)."
711212,"Owners of racing participants, such as cars, dogs, and horses, primarily engaged in entering them in racing events; trainers of racing participants; and independent athletes, such as jockeys and race car drivers, primarily engaged in participating in racing events are classified in U.S. Industry 711219, Other Spectator Sports; and"
711212,"Establishments primarily engaged in operating stand-alone casinos are classified in Industry 713210, Casinos (except Casino Hotels)."
711219,"Establishments primarily engaged in operating racetracks are classified in U.S. Industry 711212, Racetracks;"
711219,"Establishments primarily engaged in representing or managing the careers of sports figures are classified in Industry 711410, Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures;"
711219,"Independent athletes engaged in providing sports instruction without participating in sporting events before a paying audience are classified in Industry 611620, Sports and Recreation Instruction;"
711219,"Independent athletes exclusively engaged in endorsing products or making speeches are classified in Industry 711510, Independent Artists, Writers, and Performers; and"
711219,"Establishments primarily engaged in raising horses, mules, donkeys, and other equines are classified in Industry 112920, Horses and Other Equine Production."
711310,"Producing live performances (but may also promote the performances and/or operate the facilities where the performances take place)--are classified in Industry Group 7111, Performing Arts Companies;"
711310,"Operating racetracks (but may also promote the events held in these facilities)--are classified in U.S. Industry 711212, Racetracks;"
711310,"Presenting sporting events (but may also promote the sporting events and/or operate the stadiums or arenas where the sporting events take place)--are classified in U.S. Industry 711211, Sports Teams and Clubs;"
711310,"Organizing, promoting, and/or managing conventions, conferences, and trade shows (but may also operate the facilities where these events take place)--are classified in Industry 561920, Convention and Trade Show Organizers;"
711310,"Organizing, promoting, and/or managing performing arts productions, sports events, and similar events in facilities managed and operated by others--are classified in Industry 711320, Promoters of Performing Arts, Sports, and Similar Events without Facilities; and"
711310,"Leasing stadiums, arenas, theaters, and other related facilities to others without operating the facilities--are classified in Industry 531120, Lessors of Nonresidential Buildings (except Miniwarehouses)."
711320,"Booking motion pictures or videos--are classified in U.S. Industry 512199, Other Motion Picture and Video Industries;"
711320,"Producing live performances (but may also promote the performances)--are classified in Industry Group 7111, Performing Arts Companies;"
711320,"Operating racetracks (but may also promote the events held in these facilities)--are classified in U.S. Industry 711212, Racetracks;"
711320,"Presenting sporting events (but may also promote the sporting events)--are classified in U.S. Industry 711211, Sports Teams and Clubs;"
711320,"Organizing, promoting, and/or managing conventions, conferences, and trade shows (but may also operate the facilities where these events take place)--are classified in Industry 561920, Convention and Trade Show Organizers;"
711320,"Organizing, promoting, and/or managing performing arts, sports, and similar events in facilities they manage or operate--are classified in Industry 711310, Promoters of Performing Arts, Sports, and Similar Events with Facilities; and"
711320,"Operating amateur, semiprofessional, or professional athletic associations or leagues--are classified in Industry 813990, Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)."
711410,"Establishments primarily engaged in supplying models to clients are classified in Industry 561320, Temporary Help Services; and"
711410,"Establishments known as model registries primarily engaged in recruiting and placing models for clients are classified in U.S. Industry 561311, Employment Placement Agencies."
711510,"Freelance musicians and vocalists are classified in Industry 711130, Musical Groups and Artists;"
711510,"Independent commercial artists and graphic designers are classified in Industry 541430, Graphic Design Services; and"
711510,"Artisans and craftspersons are classified in Sector 31-33, Manufacturing."
712110,"Commercial art galleries primarily engaged in selling art objects are classified in Industry 453920, Art Dealers."
712190,"Establishments primarily engaged in operating commercial hunting or fishing preserves (e.g., game farms) are classified in Industry 114210, Hunting and Trapping."
713110,"Operating mechanical or water rides on a concession basis in amusement parks, fairs, and carnivals or operating a single attraction, such as a waterslide--are classified in Industry 713990, All Other Amusement and Recreation Industries;"
713110,"Operating refreshment stands on a concession basis--are classified in Industry 72251, Restaurants and Other Eating Places;"
713110,"Supplying and servicing coin-operated amusement (except gambling) devices in places of business operated by others--are classified in Industry 713990, All Other Amusement and Recreation Industries;"
713110,"Supplying and servicing coin-operated gambling devices (e.g., slot machines or video gambling terminals) in places of business operated by others--are classified in Industry 713290, Other Gambling Industries; and"
713110,"Organizing, promoting, and/or managing events, such as carnivals and fairs, with or without facilities--are classified in Industry Group 7113, Promoters of Performing Arts, Sports, and Similar Events."
713120,"Supplying and servicing coin-operated amusement (except gambling) devices in places of business operated by others or in operating billiard or pool parlors--are classified in Industry 713990, All Other Amusement and Recreation Industries;"
713120,"Operating bingo, off-track betting, or slot machine parlors or in supplying and servicing coin-operated gambling devices (e.g., slot machines or video gambling terminals) in places of business operated by others--are classified in Industry 713290, Other Gambling Industries;"
713120,"Operating casinos (except casino hotels)--are classified in Industry 713210, Casinos (except Casino Hotels); and"
713120,"Operating casino hotels--are classified in Industry 721120, Casino Hotels."
713210,"Operating bingo, off-track betting, or slot machine parlors or in supplying and servicing coin-operated gambling devices, such as slot machines and video gaming terminals, in places of business operated by others--are classified in Industry 713290, Other Gambling Industries; and"
713210,"Operating casino hotels--are classified in Industry 721120, Casino Hotels."
713290,"Operating casinos--are classified in Industry 713210, Casinos (except Casino Hotels);"
713290,"Operating casino hotels--are classified in Industry 721120, Casino Hotels;"
713290,"Operating facilities with coin-operated amusement (except gambling) devices--are classified in Industry 713120, Amusement Arcades;"
713290,"Supplying and servicing coin-operated amusement (except gambling) devices in places of business operated by others--are classified in Industry 713990, All Other Amusement and Recreation Industries; and"
713290,"Operating racetracks or presenting live racing or sporting events--are classified in Industry 71121, Spectator Sports."
713910,"Operating driving ranges and miniature golf courses--are classified in Industry 713990, All Other Amusement and Recreation Industries; and"
713910,"Operating resorts where golf facilities are combined with accommodations--are classified in Industry Group 7211, Traveler Accommodation."
713920,"Establishments primarily engaged in operating resorts where skiing facilities are combined with accommodations are classified in Industry Group 7211, Traveler Accommodation."
713930,"Building ships--are classified in U.S. Industry 336611, Ship Building and Repairing;"
713930,"Building boats--are classified in U.S. Industry 336612, Boat Building;"
713930,"Renting pleasure boats--are classified in U.S. Industry 532284, Recreational Goods Rental;"
713930,"Repairing pleasure boats--are classified in Industry 811490, Other Personal and Household Goods Repair and Maintenance;"
713930,"Retailing marine supplies--are classified in U.S. Industry 441222, Boat Dealers; and"
713930,"Retailing fuel for boats--are classified in Industry 447190, Other Gasoline Stations."
713940,"Establishments primarily engaged in providing non-medical services to assist clients in attaining or maintaining a desired weight are classified in U.S. Industry 812191, Diet and Weight Reducing Centers;"
713940,"Establishments primarily engaged in providing personal fitness training services are classified in Industry 812990, All Other Personal Services;"
713940,"Establishments primarily engaged in operating health resorts and spas where recreational facilities are combined with accommodations are classified in Industry 721110, Hotels (except Casino Hotels) and Motels; and"
713940,"Recreational sports clubs (i.e., sports teams) not operating sports facilities are classified in Industry 713990, All Other Amusement and Recreation Industries."
713990,"Establishments primarily engaged in operating amusement parks and arcades are classified in Industry Group 7131, Amusement Parks and Arcades;"
713990,"Establishments primarily engaged in operating gambling facilities (except casino hotels) or providing gambling services are classified in Industry Group 7132, Gambling Industries;"
713990,"Establishments primarily engaged in operating casino hotels are classified in Industry 721120, Casino Hotels;"
713990,"Establishments primarily engaged in operating golf courses (except miniature) and country clubs are classified in Industry 713910, Golf Courses and Country Clubs;"
713990,"Establishments primarily engaged in operating skiing facilities without hotel accommodation are classified in Industry 713920, Skiing Facilities;"
